0,macaron
1,bignet
2,cruller
3,vongole_clams
4,triangoli_fritti
5,tiramisu
6,mexican_tostadas
7,lamb_moussaka
8,ravioli_cinesi
9,sushi_sashimi
10,knishes
11,crocchette
12,couscous_verdure
13,porridge
14,lattuga_kimchi
15,alga_wakame
16,spaghetti_squash
17,pasta_rigatoni
18,tartare_di_carne
19,cannolo_siciliano
20,fegato_oca
21,cupcakes
22,carne_ossobuco
23,tagliatelle_con_frutti_di_mare
24,canadian_poutine_w_mushroom_gravy
25,ramen
26,panino_pulled_pork
27,ramen_con_uovo_in_mezzo
28,chicken_kiev
29,torta_mele_stile_crostata
30,risotto
31,torta_stile_torrone_canditi
32,maccheroni_con_carne
33,gluten_free_haggis
34,uova_strapazzate_colazione
35,frittata
36,shrimp_scampi
37,sushi_maki
38,orzo_bolognese
39,amish_apple_fritters
40,nachos
41,beef_stroganoff
42,beef_wellington
43,involtino_primavera
44,dolce_rotondo_con_buco
45,gamberoni
46,souffle
47,maiale_cinese
48,muffin
49,uovo_sodo_con_mousse
50,escargots
51,tramezzino_pollo_club_sandwich
52,torta_di_carote
53,falafell
54,farfalle_pasta
55,smoked_duck_terrine
56,uovo_in_camicia
57,gnocchi
58,bubble_n_squek
59,egg_rolls_invol_primav
60,caprese_non_la_pizza
61,sauerkraut
62,creme_brule
63,pavlova
64,fonduta
65,clam
66,jambalaya
67,tempura
68,torta_al_cioccolato
69,chicken_pot_pie
70,pasta_ragu
71,hotpot_giapponese
72,pure_di_mele
73,baklava
74,salisbury_steak
75,spaghetti
76,edamame
77,coq_au_vin
78,tamale
79,mac_n_cheese
80,riso_con_uovo
81,garlic_bread
82,inslata_con_barbabietole
83,tartare_di_carne
84,vermicelli
85,paté_di_pollo
86,pancake
87,chicken_teraggini_stew
88,anelli_di_cipolla
89,red_velvet
90,berry_compote
91,aragosta
92,butter_chicken
93,alette_di_pollo
94,ceaser_salad
95,Succotash
96,hummus
97,fish_n_chips
98,lasagna
99,lutefisk
100,sloppy_joes
101,omino_di_pandizenzero
102,crocchetta_di_pollo_fritto
103,carne_brasato_cube
104,maiale_glassato_cinese
105,guacamole
106,cheddar_sandwich
107,pancake_coi_buchi
108,tacos
109,torta_con_fragole
110,clam_chouder
111,patate_al_forno_con_sotto_il_ragu
112,uovo_sul_pane
113,zuppa_con_formaggio_in_una_ciotolina
114,fettine_di_tartare
115,torta
116,???
117,chele_di_granchio
118,uovo_colazione_con_bacon
119,torta_con_glassa
120,custard
121,syllabub
122,porkchop
123,riso_alla_cantonese
124,uovo_sodo
125,chicken_galatine
126,bbq_brisket
127,reuben_sandwich
128,cotoletta
129,ambrosia_salad
130,ravioli_cinesi_abbrustoliti
131,beef_jerky
132,ravioli
133,anelli_di_totano
134,spaghetti_carbonara
135,miso_soup
136,frozen_yoghurt
137,ahi_wonton
138,pannacotta
139,french_toast
140,chicken_enchilada
141,poke
142,fettucine_alfredo
143,chili
144,budino_caramello
145,spiedino_di_pollo
146,sponge_cake
147,casserole
148,riso_frutti_di_mare_cozze
149,blancmange
150,bruschetta
151,tortellini
152,salmone_alla_griglia
153,patatine_fritte
154,shrimp_n_grits
155,churros
156,donout
157,polpettone
158,polpette
159,scrapple
160,strudel
161,torta_bounty
162,torta_swirls
163,filet_mignon
164,hamburger
165,uovo_in_padella
166,tartare
167,pasta_penne
168,egg_benedict
169,torta_di_pane
170,takoyaki
171,smoked_pork_tenderloin
172,mousse_di_cioccolato
173,meringa
174,hotdog
175,cibo_fancy
176,piatti_con_uovo
177,pollo_riso
178,insalata_greca
179,rancheros
180,tagliatelle
181,pomodoro_al_forno_ripieno
182,pasta_al_forno
183,pizza
184,rustici
185,tortilla
186,thai_soup
187,prime_ribs
188,cheesecake
189,clams
190,baked_ziti
191,cozze
192,manicotti
193,gelato
194,waffle
195,ostriche
196,omelette
197,pasta_vongole
198,burrito
199,rotolo
200,zuppa_aragosta
201,grilled_cheese
202,pita_gyro
203,plumcake
204,zuppa_spaghetti_riso
205,panino_aragosta
206,bbq_ribs
207,pate_di_olive
208,chinese_pepper_steak
209,pane_con_formaggio_sopra
210,pilaf
211,foglie_ripiene
212,scaloppine
213,cordon_bleu
214,uovo_denver_omlette
215,alette_di_pollo
216,gamberoni_ripieni
217,carne_con_pepe_cremina
218,frutto_di_mare_non_identificato
219,chifon_cake
220,bignet
221,toad_in_the_hole
222,chicken_marengo
223,victoria_sponge
224,chicken_tamale
225,creampie
226,bastoncini_findus
227,crumb_cake
228,chicken_provencal
229,pizzette
230,bistecca
231,breasato
232,panino
233,scotch_eggs
234,ravioloni
235,peach_melba
236,pear_cake
237,pumpkin_applesauce_cake
238,???
239,torta_a_piu_strati
240,bbq_ribs
241,beef_bourguignon
242,rissoles
243,pasta_al_forno
244,flacky_turnovers
245,canederli
246,cordon_bleu
247,dolcetti_pasta_sfoglia
248,piatto_cinese_verdure_gamberi_agrodolce
249,buffalo_wings
250,pomodoro_al_forno_ripieno
